"","price","bedrooms","bathrooms","Sqft_of_home","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","Sqft_of_livinge_room_2015","Sqft_of_lot_2015","Median_Income","Mean_Income","population","people_employed","people_educated","bachelor_degrees","grad_degrees","log_p"
"8580",437850,4,2.25,2670,14255,1,0,0,4,8,1610,1060,1975,2470,10290,113778,152406,37519,18235,25978,9109,6951,12.9896316649504
"8582",510000,4,2.5,2610,8031,2,0,0,3,8,2610,0,1998,2320,8031,75839,93844,34081,17844,25173,6790,4418,13.1421660047005
"8584",509000,2,1.5,1930,3521,2,0,0,3,8,1930,0,1989,1840,3576,79579,98318,26269,14444,19103,7289,4937,13.1402032955327
"8585",575000,3,1,1220,5652,1,0,0,3,6,1220,0,1905,1490,2467,77781,103895,23968,13416,18608,7160,4064,13.2621253197795
"8586",365000,4,2.5,2030,7210,1,0,0,5,7,1330,700,1969,1980,7560,93918,113787,36409,18884,24796,7243,3704,12.8076526325646
"8588",285000,3,2.5,1870,4060,2,0,0,3,7,1870,0,2005,2190,4060,89352,102333,44894,23934,31039,6640,2815,12.5602444592508
"8590",775000,4,2.5,2880,8400,2,0,4,3,8,2050,830,1955,2880,7440,92938,124737,19328,9763,14653,5414,3500,13.5606183083355
"8591",4e+05,4,3,1810,5012,2,0,0,4,7,1810,0,1997,1670,5161,53143,71222,24681,12269,16958,3293,1439,12.8992198260901
"8592",570000,4,2.5,2590,8483,2,0,0,3,9,2590,0,1991,2660,8717,76961,93562,31650,16774,22247,7402,3131,13.2533916398107
"8596",245000,2,1.75,1220,8382,1,0,0,3,6,1220,0,1942,1100,8382,58429,79111,26730,12973,18034,3308,1610,12.4090134895269
"8597",281000,3,1.5,1280,974,3,0,0,3,7,1280,0,2003,1420,1422,54561,77284,39254,21120,28365,8769,6040,12.5461099483159
"8598",205000,3,0.75,770,7000,1,0,0,3,4,770,0,1942,950,10500,112308,140900,5847,2780,4066,1349,624,12.2307652581205
"8600",635000,4,2.5,2080,11176,1,0,0,5,8,2080,0,1954,1390,7928,54561,77284,39254,21120,28365,8769,6040,13.3613802778748
"8602",470000,4,2,1500,3659,1,0,0,3,7,830,670,1906,1560,3706,60563,89761,35052,22656,25268,9679,6099,13.0604879736862
"8603",6e+05,2,2.5,2510,14878,2,0,0,3,10,2510,0,1990,3080,13594,76961,93562,31650,16774,22247,7402,3131,13.3046849341983
"8604",279000,4,2,1980,10051,1,0,0,3,7,1980,0,1969,1520,10125,74144,89981,42380,20347,27351,6093,2792,12.5389670608035
"8605",538500,3,3.5,2500,4270,2,0,0,3,8,2500,0,2000,2420,4205,120814,136924,13977,7166,8997,3605,1563,13.1965427755786
"8608",510000,3,1.75,1480,7040,1,0,0,3,7,1480,0,1974,2040,7810,105449,140627,36105,19304,26215,10665,6318,13.1421660047005
"8609",360000,4,2.25,2470,8686,1,0,0,4,7,1270,1200,1974,1900,7350,82134,95411,44430,23280,30762,8545,3142,12.7938593104323
"8614",565000,4,2.5,2980,10459,2,0,0,3,9,2980,0,2001,2920,7700,96630,114944,11143,5672,7326,2416,731,13.2445810101286
"8616",1010000,3,3.25,2420,1923,2,0,2,3,10,1840,580,2006,1840,2890,85957,105832,24450,17767,20034,8328,6001,13.8254608888174
"8618",265000,5,4,1400,8580,1,0,0,5,7,900,500,1954,1220,8832,42965,57503,24836,12329,16809,2320,810,12.4874851049684
"8619",699950,4,2,2070,7830,1,0,1,5,7,1180,890,1941,2390,7830,54561,77284,39254,21120,28365,8769,6040,13.458764182903
"8621",381000,3,1.5,1460,11407,1,0,0,3,7,1460,0,1954,1470,11407,75839,93844,34081,17844,25173,6790,4418,12.8505546541088
"8623",114975,2,1,740,6250,1,0,0,3,6,740,0,1942,980,6957,58429,79111,26730,12973,18034,3308,1610,11.6524699924081
"8627",425000,3,2.25,1400,6970,2,0,0,3,8,1400,0,1984,1800,8140,113778,152406,37519,18235,25978,9109,6951,12.9598444479066
"8628",665000,3,1.75,2700,5040,1,0,2,3,8,1560,1140,1947,3010,5000,62633,93145,28302,16189,21495,6420,3829,13.407542319638
"8631",190000,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,1590,10183,93918,113787,36409,18884,24796,7243,3704,12.1547793511426
"8632",314950,3,1.75,1520,9600,1,0,0,4,7,1520,0,1967,1590,10183,93918,113787,36409,18884,24796,7243,3704,12.6601691750501
"8634",315000,2,1,860,8308,1,0,0,3,7,860,0,1948,1200,8308,58429,79111,26730,12973,18034,3308,1610,12.6603279178078
"8635",545000,2,1.5,2340,13380,1,0,0,4,7,1280,1060,1954,1490,8100,58429,79111,26730,12973,18034,3308,1610,13.2085410736454
"8636",565000,4,2.25,2110,10698,2,0,0,4,8,2110,0,1979,2220,8252,102025,125816,27855,14967,19891,6923,4184,13.2445810101286
"8637",175000,3,1,1010,7034,1,0,0,3,7,1010,0,1954,1440,10994,61736,75782,22659,12062,16157,3521,1623,12.0725412529057
"8640",430000,3,1.75,1610,7900,1,0,0,4,8,1310,300,1960,2210,7700,92938,124737,19328,9763,14653,5414,3500,12.9715404876697
"8641",225000,3,1.75,1460,8372,1,0,0,4,7,1460,0,1981,1220,7803,89352,102333,44894,23934,31039,6640,2815,12.3238556811866
"8642",312000,5,4,2900,9779,2,0,0,4,7,1950,950,1937,1360,8000,49188,62468,32569,15655,21948,2957,1223,12.6507584667916
"8643",380000,3,1,1260,7980,1,0,0,3,7,1260,0,1951,1760,7606,92938,124737,19328,9763,14653,5414,3500,12.8479265317026
"8644",222200,2,1,1210,10000,1,0,0,3,7,1210,0,1953,1620,10959,46871,60372,10659,5255,6881,1031,359,12.3113331561877
"8646",329950,4,2.5,2120,4558,2,0,0,3,7,2120,0,2002,2370,5506,96134,107851,34362,16520,22542,5616,2160,12.7066964068116
"8647",995000,3,2.5,2460,10300,1,0,0,3,10,2460,0,1992,2410,5250,92316,108574,31921,19236,23976,9337,6322,13.8104980161407
"8650",402000,2,1,620,2475,1,0,0,5,6,620,0,1911,1290,2475,77170,95689,23488,16073,19719,8553,4848,12.9042073676012
"8652",249000,3,1,1050,8498,1,0,0,4,7,1050,0,1959,1050,8498,67793,80105,36390,17983,23631,4197,1828,12.4252081754468
"8653",244900,3,1.5,1360,9980,1,0,0,4,7,1360,0,1966,1360,9750,67793,80105,36390,17983,23631,4197,1828,12.4086052429403
"8654",289900,3,1,1180,7068,1,0,0,3,6,1180,0,1944,1180,7068,60839,74831,25363,12091,17242,3113,1370,12.5772913149097
"8655",552500,4,1,1560,7980,1,0,0,4,7,1170,390,1939,1570,7980,58429,79111,26730,12973,18034,3308,1610,13.222208712374
"8657",440000,2,2.75,1100,1088,2,0,0,3,7,750,350,2006,2090,4125,75155,103436,23655,17991,19623,8339,5895,12.9945300058944
"8659",260000,3,1,1200,4592,1,0,0,3,6,800,400,1950,940,4440,53848,67124,24603,13130,17270,4080,1622,12.4684369099977
"8660",355000,2,2.25,1330,10838,2,0,0,3,8,1330,0,1985,1390,10310,90588,106180,21568,10783,14892,4806,2727,12.7798730684576
"8661",318000,3,1.75,1570,12506,1,0,0,4,8,1570,0,1959,2120,13243,46250,61010,46008,21432,30004,4648,1865,12.6698066617623
"8664",485000,4,2.25,1810,7068,2,0,0,5,7,1810,0,1976,1460,7274,81694,102856,42590,23454,30736,10266,5543,13.0919041699196
"8668",402000,3,2,1540,1827,2,0,0,3,8,1540,0,2005,1540,1827,100725,118764,26586,13667,18180,7016,5137,12.9042073676012
"8669",245000,3,1,1380,9875,1,0,0,3,7,1380,0,1959,1200,6250,49188,62468,32569,15655,21948,2957,1223,12.4090134895269
"8671",195000,3,1.75,1570,8459,1,0,0,3,7,1570,0,1991,1650,8844,62842,82984,21567,10562,15210,2174,895,12.1807548375459
"8672",385000,5,2,2540,11750,1,0,0,3,7,1480,1060,1962,2000,12000,75839,93844,34081,17844,25173,6790,4418,12.8609986132699
"8673",450000,3,1.5,1520,7903,1,0,0,4,7,1000,520,1955,1520,9830,113778,152406,37519,18235,25978,9109,6951,13.0170028617465
"8674",1090000,4,2.5,2780,6837,2,0,0,3,9,2780,0,2004,1160,6837,105449,140627,36105,19304,26215,10665,6318,13.9016882542053
"8675",396675,2,1,1730,6375,2,0,0,4,6,1730,0,1945,1180,6250,68342,92756,22849,12110,16469,5243,2623,12.8908725846023
"8676",242000,5,2.25,2340,7494,1,0,0,3,7,1170,1170,1951,1650,10125,42965,57503,24836,12329,16809,2320,810,12.3966930051388
"8677",380000,3,1.75,1300,12378,1,0,0,4,6,1300,0,1943,1300,11596,93380,114017,14635,7906,10127,2721,1139,12.8479265317026
"8679",399950,3,2.5,1470,4488,2,0,0,5,7,1470,0,1980,1400,4441,81694,102856,42590,23454,30736,10266,5543,12.899094818277
"8680",895000,4,2.5,2850,8526,2,0,0,3,9,2850,0,1998,2440,7072,105449,140627,36105,19304,26215,10665,6318,13.704578997257
"8681",690000,3,2,2360,6149,2,0,3,3,8,1560,800,1926,2000,6149,90625,106952,15415,9096,12025,4487,2404,13.4444468765734
"8682",270000,3,1.5,1610,8375,2,0,0,3,7,1610,0,1927,1610,9107,75839,93844,34081,17844,25173,6790,4418,12.5061772379805
"8684",454280,3,2.5,1470,1741,2,0,0,3,8,1170,300,2004,1470,1583,100725,118764,26586,13667,18180,7016,5137,13.0264690270056
"8686",275000,3,1.75,1840,14005,1,0,0,3,8,1840,0,1983,2170,7992,72303,86045,50065,25296,32832,6007,3011,12.5245263766487
"8687",3e+05,4,2.5,2450,8932,2,0,0,3,8,2450,0,1990,2410,8775,72303,86045,50065,25296,32832,6007,3011,12.6115377536383
"8688",7e+05,3,1.75,1500,6000,1,0,0,5,7,850,650,1940,1700,6000,87486,126065,20871,11579,15645,6235,4309,13.4588356140255
"8691",404000,3,2.5,2370,4324,2,0,0,3,8,2370,0,2006,2370,4348,96134,107851,34362,16520,22542,5616,2160,12.9091701569433
"8694",557800,4,1.75,1550,6000,1,0,0,5,7,1550,0,1944,1550,6000,87486,126065,20871,11579,15645,6235,4309,13.2317557541755
"8695",571000,4,2.25,2290,9900,1,0,2,4,8,1550,740,1959,2320,9900,66323,89866,21087,10825,15070,3695,2129,13.2551444886381
"8696",410000,4,2.5,2560,4020,2,0,0,3,9,2560,0,2006,3010,4916,96134,107851,34362,16520,22542,5616,2160,12.9239124386805
"8697",225000,3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,1670,5589,55725,76481,44839,21938,31643,6978,4482,12.3238556811866
"8700",536500,2,2,1360,1860,1,0,0,4,7,680,680,1925,1440,5000,77170,95689,23488,16073,19719,8553,4848,13.1928218410529
"8702",249950,3,1.75,1120,15210,1,0,0,5,7,1120,0,1976,1710,8470,89352,102333,44894,23934,31039,6640,2815,12.4290161768417
"8703",249000,4,1.75,1630,8410,1.5,0,0,5,7,1630,0,1943,1390,8410,42965,57503,24836,12329,16809,2320,810,12.4252081754468
"8704",249000,3,1.75,1590,7535,1.5,0,0,5,6,1590,0,1909,1110,6000,49591,64172,36368,17036,23244,3865,1371,12.4252081754468
"8705",780000,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,2440,9195,102374,148860,32587,17207,24560,9986,7517,13.5670491986658
"8707",434500,3,1.75,1930,7210,1,0,0,3,7,1110,820,1975,1870,7877,106545,144116,22779,11864,15725,5230,3141,12.9819512236876
"8709",417200,2,1,1000,4000,1,0,0,3,6,1000,0,1910,1490,5000,77170,95689,23488,16073,19719,8553,4848,12.9413210021088
"8711",506000,2,1,1060,3588,1,0,0,4,7,960,100,1926,1570,3741,77170,95689,23488,16073,19719,8553,4848,13.1342919482696
"8712",348000,3,2.5,1730,4004,2,0,0,3,7,1730,0,1999,1730,5523,46871,60372,10659,5255,6881,1031,359,12.7599577587566
"8713",301000,4,2.5,2810,6146,2,0,0,3,9,2810,0,1998,2810,6180,67793,80105,36390,17983,23631,4197,1828,12.614865543731
"8714",427550,2,1,880,4000,1,0,0,3,7,880,0,1940,1150,4000,92316,108574,31921,19236,23976,9337,6322,12.9658265195841
"8715",361000,3,1,1040,6720,1.5,0,0,3,7,1040,0,1951,1880,11407,75839,93844,34081,17844,25173,6790,4418,12.796633237315
"8716",460000,2,2.5,1830,8107,1,0,0,5,7,930,900,1946,1260,6960,54561,77284,39254,21120,28365,8769,6040,13.0389817684653
"8717",958000,4,3.5,1800,6400,2,0,2,3,8,1800,0,1984,1700,4736,103816,162949,22230,12734,16892,6256,6715,13.772603056953
"8718",445000,5,1.75,2460,6846,1.5,0,0,5,7,1340,1120,1911,1410,4800,53143,71222,24681,12269,16958,3293,1439,13.0058295611484
"8719",373000,3,2.5,1670,3565,2,0,0,3,7,1670,0,1999,1510,3770,106545,144116,22779,11864,15725,5230,3141,12.829333698626
"8720",525000,4,2.25,2660,7957,1,0,0,4,8,1750,910,1977,1890,8250,76961,93562,31650,16774,22247,7402,3131,13.1711535415738
"8721",364988,3,2.5,2850,12593,2,0,0,3,9,2850,0,1997,2850,9435,72303,86045,50065,25296,32832,6007,3011,12.8076197553118
"8722",324000,2,1,820,8370,1,0,0,4,7,820,0,1941,1410,8370,92938,124737,19328,9763,14653,5414,3500,12.6884987947745
"8723",625000,4,3,2350,5627,1,0,0,5,8,1490,860,1960,2020,5627,55725,76481,44839,21938,31643,6978,4482,13.3455069287185
"8724",237500,3,1.75,1480,7830,1,0,0,3,7,1480,0,1980,1130,7553,62842,82984,21567,10562,15210,2174,895,12.3779229024568
"8726",155000,3,1,1250,6250,1,0,0,2,7,1030,220,1949,1130,6250,53143,71222,24681,12269,16958,3293,1439,11.9511803959014
"8727",614000,4,2.75,2760,8160,1.5,0,2,4,8,1780,980,1940,2720,8160,92938,124737,19328,9763,14653,5414,3500,13.3277502071293
"8728",650000,3,2.5,2380,3332,2,0,0,3,9,2380,0,2014,2590,4382,81694,102856,42590,23454,30736,10266,5543,13.3847276418718
"8729",625000,3,2,1730,12219,1,0,0,4,7,1730,0,1986,2470,13594,102374,148860,32587,17207,24560,9986,7517,13.3455069287185
"8730",587100,3,2.25,1670,6414,1,0,0,4,8,1670,0,1961,2130,7035,92316,108574,31921,19236,23976,9337,6322,13.2829504420523
"8732",479500,2,1,930,5760,1,0,0,3,6,730,200,1917,1970,5760,55725,76481,44839,21938,31643,6978,4482,13.0804991733056
"8735",691000,4,2.75,2550,8632,1,0,0,3,8,1700,850,1972,2550,9534,105449,140627,36105,19304,26215,10665,6318,13.4458951027498
"8739",335000,3,3,2031,7702,2,0,0,3,9,2031,0,1988,2390,7700,72303,86045,50065,25296,32832,6007,3011,12.7218858108072
"8741",830000,4,2.25,3010,12202,1,0,0,4,9,3010,0,1959,2480,10143,88940,128845,17733,9006,12834,4449,3911,13.6291809797728
"8744",490000,3,1.75,1920,5405,1,0,2,4,7,960,960,1947,1190,5405,68342,92756,22849,12110,16469,5243,2623,13.1021606700868
"8745",490000,2,1.75,1670,4200,2,0,0,3,7,1670,0,1912,1340,2875,77781,103895,23968,13416,18608,7160,4064,13.1021606700868
"8746",272000,4,1.75,1390,10660,1,0,0,4,7,1030,360,1960,1800,11960,55845,70268,36495,17499,25240,3891,1913,12.5135573452781
"8747",280000,3,2.25,2140,7200,2,0,0,4,7,2140,0,1979,1890,7455,67793,80105,36390,17983,23631,4197,1828,12.5425448821514
"8748",233000,3,1,1250,6180,1.5,0,0,3,7,1250,0,1955,1490,6180,75839,93844,34081,17844,25173,6790,4418,12.3587937325478
"8749",275000,3,1,1080,6000,1,0,0,4,7,1080,0,1952,1200,7210,53836,69529,46329,24878,34944,9717,4648,12.5245263766487
"8750",375000,3,3.25,2760,6420,2,0,2,3,9,2110,650,1991,2030,7725,67793,80105,36390,17983,23631,4197,1828,12.8346813049525
"8751",445000,3,2.75,2180,3703,2,0,0,3,8,2180,0,2004,2190,3963,76961,93562,31650,16774,22247,7402,3131,13.0058295611484
"8752",437500,3,2.5,1260,1125,3,0,0,3,8,1260,0,2002,1360,1250,77170,95689,23488,16073,19719,8553,4848,12.9888319847798
"8753",426250,4,1,1610,6000,1.5,0,0,4,7,1510,100,1905,1430,6000,55725,76481,44839,21938,31643,6978,4482,12.9627813075799
"8754",358000,3,1.5,2450,12497,1,0,0,4,7,2450,0,1967,1560,11700,120814,136924,13977,7166,8997,3605,1563,12.7882882653828
"8756",305000,2,1,960,8276,1,0,0,3,5,960,0,1939,1620,6000,102025,125816,27855,14967,19891,6923,4184,12.6280670555895
"8757",415000,2,1.75,1340,4664,1,0,0,3,8,1340,0,2004,1350,4236,120970,152901,21185,10046,14975,5486,4300,12.9360337992128
"8760",411500,3,1,1130,8159,1,0,0,4,7,1130,0,1954,1570,8162,53836,69529,46329,24878,34944,9717,4648,12.9275642990993
"8761",540000,3,1.75,2280,16671,1.5,0,0,4,6,1760,520,1909,1850,9351,81694,102856,42590,23454,30736,10266,5543,13.1993244185405
"8762",270500,3,1.5,1952,8613,1,0,0,4,7,1652,300,1960,1400,8712,49591,64172,36368,17036,23244,3865,1371,12.5080273772687
"8763",422250,2,1.5,1280,1256,2,0,0,3,8,1200,80,1998,1390,1256,77170,95689,23488,16073,19719,8553,4848,12.95335283467
"8767",460000,2,2.25,1230,929,2,0,0,3,8,1020,210,2004,1270,1370,60563,89761,35052,22656,25268,9679,6099,13.0389817684653
"8768",159075,4,1.5,1580,6200,1,0,0,3,6,790,790,1944,1320,6499,60839,74831,25363,12091,17242,3113,1370,11.977131068101
"8770",235000,2,1,1020,7920,1,0,0,3,6,1020,0,1939,1530,6900,53143,71222,24681,12269,16958,3293,1439,12.3673407931263
"8771",309950,2,1.5,1510,9843,1,0,0,4,7,1510,0,1961,1590,9368,42965,57503,24836,12329,16809,2320,810,12.6441662731301
"8772",433000,4,1.75,1830,9600,1,0,0,4,7,1010,820,1966,1910,11100,113778,152406,37519,18235,25978,9109,6951,12.9784930069846
"8773",895000,3,2.5,2750,10000,1,0,3,3,8,1650,1100,1967,2490,10000,113778,152406,37519,18235,25978,9109,6951,13.704578997257
"8776",640000,2,1,1360,5000,1,0,0,3,7,1200,160,1936,1540,4000,87486,126065,20871,11579,15645,6235,4309,13.3692234553359
"8777",438000,3,2.25,2340,14279,1,0,0,3,8,1340,1000,1965,2340,13600,113778,152406,37519,18235,25978,9109,6951,12.9899741893586
"8778",540000,4,2.5,2600,9935,2,0,0,3,8,2600,0,2005,2830,7620,93918,113787,36409,18884,24796,7243,3704,13.1993244185405
"8779",325000,4,2.5,2090,7434,1,0,0,3,7,1090,1000,1993,1260,8404,58429,79111,26730,12973,18034,3308,1610,12.6915804613119
"8780",380000,4,1.75,2260,7200,1.5,0,0,5,7,1360,900,1924,1410,7465,73330,94174,33944,18957,24046,6177,2986,12.8479265317026
"8781",510000,2,1,1390,5544,1,0,0,3,7,930,460,1947,1710,6200,49647,91786,45515,22940,20694,7943,7250,13.1421660047005
"8782",380000,4,2.5,2300,7707,2,0,0,3,8,2300,0,2004,2320,6035,96134,107851,34362,16520,22542,5616,2160,12.8479265317026
"8783",825000,4,2.5,2810,9800,1,0,0,4,8,1710,1100,1973,2800,9800,113778,152406,37519,18235,25978,9109,6951,13.6231386653168
"8787",287000,2,1.5,720,4346,1,0,0,4,6,720,0,1942,790,4346,53848,67124,24603,13130,17270,4080,1622,12.5672374947418
"8788",509000,3,3,2130,5000,1.5,0,0,3,7,1570,560,1913,1638,4500,55725,76481,44839,21938,31643,6978,4482,13.1402032955327
"8789",270000,3,2.25,1750,8400,1,0,0,3,7,1350,400,1965,2020,9110,42965,57503,24836,12329,16809,2320,810,12.5061772379805
"8790",210000,3,2,960,9380,1,0,0,3,6,960,0,1949,1460,9240,58429,79111,26730,12973,18034,3308,1610,12.2548628096996
"8791",415000,3,1,1570,11752,1.5,0,0,5,8,1570,0,1930,2010,8291,53836,69529,46329,24878,34944,9717,4648,12.9360337992128
"8794",499950,3,1,1870,4984,1,0,0,3,7,1120,750,1955,1650,5750,77781,103895,23968,13416,18608,7160,4064,13.122263372404
"8795",659000,3,1.5,1540,5040,2,0,0,3,8,1540,0,1907,1590,3600,60563,89761,35052,22656,25268,9679,6099,13.3984788134846
"8797",492000,4,3.75,2810,10840,2,0,2,4,8,2070,740,1994,2370,11248,93380,114017,14635,7906,10127,2721,1139,13.1062339954744
"8802",630000,4,2,2480,3680,1.5,0,0,4,7,1470,1010,1916,1500,5750,77781,103895,23968,13416,18608,7160,4064,13.3534750983677
"8803",367500,3,1,1270,8792,1,0,0,5,7,1270,0,1969,1780,8792,73330,94174,33944,18957,24046,6177,2986,12.814478597635
"8804",699950,3,3.25,2230,5460,1,0,1,4,8,1430,800,1977,2070,5600,90625,106952,15415,9096,12025,4487,2404,13.458764182903
"8805",1e+06,3,3,2880,3750,2,0,0,3,9,2220,660,1909,1910,4000,60563,89761,35052,22656,25268,9679,6099,13.8155105579643
"8806",285000,4,2.5,2434,4400,2,0,0,3,8,2434,0,2007,2434,4400,71555,85389,32194,15530,21493,3623,1278,12.5602444592508
"8807",215000,2,1.5,1120,1312,2,0,0,3,7,1000,120,2004,1560,1314,53848,67124,24603,13130,17270,4080,1622,12.2783933071098
"8810",235000,3,1,1430,7599,1.5,0,0,4,6,1010,420,1930,1290,10320,49188,62468,32569,15655,21948,2957,1223,12.3673407931263
"8812",750000,3,1.75,1700,8400,1,0,0,3,8,1460,240,1947,2010,7000,87486,126065,20871,11579,15645,6235,4309,13.5278284855125
"8813",8e+05,4,2.25,2510,9963,1,0,0,4,9,2200,310,1967,3110,9963,88940,128845,17733,9006,12834,4449,3911,13.5923670066501
"8814",580000,5,2,2600,3750,1.5,0,0,4,6,1400,1200,1914,1700,3750,49647,91786,45515,22940,20694,7943,7250,13.2707833825226
"8816",353750,4,2,1710,7490,2,0,0,3,7,1320,390,1956,1880,7704,66323,89866,21087,10825,15070,3695,2129,12.7763457279396
"8818",465000,4,2,1470,10291,1,0,0,4,7,1470,0,1963,1460,9601,86005,120029,24751,12214,17928,6228,3554,13.0497926845695
"8819",568000,3,2,2350,5080,1.5,0,0,3,8,1780,570,1929,1700,5080,55725,76481,44839,21938,31643,6978,4482,13.2498766977033
"8820",1005000,5,2,2440,3080,2,0,0,4,8,2440,0,1910,1640,3077,103816,162949,22230,12734,16892,6256,6715,13.8204980994753
"8821",213500,3,1.5,1150,11571,1,0,0,3,7,1150,0,1961,1630,11571,49188,62468,32569,15655,21948,2957,1223,12.2713921116508
"8823",357000,2,1,870,4600,1,0,0,4,7,870,0,1942,930,4600,68342,92756,22849,12110,16469,5243,2623,12.7854910607618
"8824",425000,2,2,1280,4095,2,0,0,4,8,1280,0,1918,1470,5500,90625,106952,15415,9096,12025,4487,2404,12.9598444479066
"8825",571000,3,2.5,2600,7465,2,0,0,3,9,2600,0,1988,2660,7683,76961,93562,31650,16774,22247,7402,3131,13.2551444886381
"8827",275000,4,1.5,1930,15531,2,0,0,3,7,1930,0,1979,1580,7800,46250,61010,46008,21432,30004,4648,1865,12.5245263766487
"8829",460000,3,1.75,1970,9135,1,0,0,4,7,1370,600,1961,1880,9650,76961,93562,31650,16774,22247,7402,3131,13.0389817684653
"8832",1010000,2,2,1460,9052,1,0,2,5,6,1460,0,1900,2554,7834,105449,140627,36105,19304,26215,10665,6318,13.8254608888174
"8833",5e+05,4,2,2100,12620,1,0,0,4,7,2100,0,1972,1720,7840,81694,102856,42590,23454,30736,10266,5543,13.1223633774043
"8834",249000,4,2.25,1830,6136,2,0,0,3,7,1830,0,1990,1830,7664,52713,65762,36730,16092,22367,3349,1133,12.4252081754468
"8835",235000,3,2,1530,8700,1,0,0,4,7,1530,0,1970,1960,7600,61736,75782,22659,12062,16157,3521,1623,12.3673407931263
"8836",410000,4,2,1490,13736,1,0,0,4,6,1490,0,1942,2040,7200,54561,77284,39254,21120,28365,8769,6040,12.9239124386805
"8837",370000,2,1,860,6050,1,0,0,3,7,860,0,1952,1130,6050,77781,103895,23968,13416,18608,7160,4064,12.8212582846204
"8838",360000,5,2.5,2130,7111,1,0,0,3,7,1330,800,1968,1840,7592,93918,113787,36409,18884,24796,7243,3704,12.7938593104323
"8840",298000,4,2.5,2420,3825,2,0,0,3,8,2420,0,2003,1880,4250,89352,102333,44894,23934,31039,6640,2815,12.6048487654875
"8841",485000,4,2.25,1900,7200,1,0,0,3,8,1370,530,1977,2030,8008,58429,79111,26730,12973,18034,3308,1610,13.0919041699196
"8842",4e+05,3,1.75,1330,9143,1,0,0,3,7,1330,0,1960,1950,10384,113778,152406,37519,18235,25978,9109,6951,12.8992198260901
"8844",355000,2,2.5,1370,1140,2,0,0,3,8,1080,290,2009,1340,1050,53836,69529,46329,24878,34944,9717,4648,12.7798730684576
"8845",650000,3,2.5,2430,12997,2,0,0,3,9,2430,0,1992,2720,12500,76961,93562,31650,16774,22247,7402,3131,13.3847276418718
"8846",261490,4,1,1640,8467,1,0,2,4,6,1220,420,1943,1060,7396,73330,94174,33944,18957,24046,6177,2986,12.4741513208381
"8847",347000,3,1,1010,7200,1,0,0,3,7,1010,0,1968,1120,7200,81694,102856,42590,23454,30736,10266,5543,12.757080058929
"8848",485000,3,1,1500,4100,1.5,0,0,3,7,1370,130,1926,1500,4100,77170,95689,23488,16073,19719,8553,4848,13.0919041699196
"8849",601000,3,2.5,1740,1251,2,0,0,3,9,1180,560,2012,1740,1625,87486,126065,20871,11579,15645,6235,4309,13.3063502135173
"8853",291000,3,2.25,1480,7200,1,0,0,3,7,1190,290,1975,1830,7200,72303,86045,50065,25296,32832,6007,3011,12.5810785461536
